normalized_street_name_season,normalized_street_name,year,total_area,snowfall,snowfall_factor
4-highland park greenway_2019,4-highland park greenway,2019,179.8067868088889,8646.908377639467,48.09
4-highland park greenway_2021,4-highland park greenway,2021,179.8067868088889,15594.642619934932,86.72999999999999
4-highland park greenway_2022,4-highland park greenway,2022,179.8067868088889,8835.7055037888,49.14
4-highland park path_2017,4-highland park path,2017,17888.699857359996,1303549.5586058227,72.86999999999999
4-highland park path_2018,4-highland park path,2018,17888.699857359996,1438788.1295274647,80.43000000000002
4-highland park path_2019,4-highland park path,2019,17888.699857359996,860267.5761404423,48.09
4-highland park path_2021,4-highland park path,2021,17888.699857359996,1551486.938628832,86.72999999999998
4-highland park path_2022,4-highland park path,2022,17888.699857359996,879050.7109906701,49.13999999999999
4-highland place_2017,4-highland place,2017,1971.7542576744445,126704.92859815982,64.26
4-highland place_2018,4-highland place,2018,1971.7542576744445,161762.71929961146,82.04000000000002
4-highland place_2019,4-highland place,2019,1971.7542576744445,81985.5420341034,41.58
4-highland place_2021,4-highland place,2021,1971.7542576744445,156103.78458008578,79.17
4-highland place_2022,4-highland place,2022,1971.7542576744445,88610.63633988955,44.940000000000005
4-highlands marthas vyd ferry rte_2017,4-highlands marthas vyd ferry rte,2017,0.0,0.0,
4-highlands marthas vyd ferry rte_2018,4-highlands marthas vyd ferry rte,2018,0.0,0.0,
4-highlands marthas vyd ferry rte_2019,4-highlands marthas vyd ferry rte,2019,0.0,0.0,
4-highlands marthas vyd ferry rte_2021,4-highlands marthas vyd ferry rte,2021,0.0,0.0,
4-highlands marthas vyd ferry rte_2022,4-highlands marthas vyd ferry rte,2022,0.0,0.0,
4-highlands midtown east ferry rte_2017,4-highlands midtown east ferry rte,2017,0.0,0.0,
4-highlands midtown east ferry rte_2018,4-highlands midtown east ferry rte,2018,0.0,0.0,
4-highlands midtown east ferry rte_2019,4-highlands midtown east ferry rte,2019,0.0,0.0,
4-highlands midtown east ferry rte_2021,4-highlands midtown east ferry rte,2021,0.0,0.0,
4-highlands midtown east ferry rte_2022,4-highlands midtown east ferry rte,2022,0.0,0.0,
4-hilburn avenue_2017,4-hilburn avenue,2017,6888.102192666666,468184.30603555334,67.97
4-hilburn avenue_2018,4-hilburn avenue,2018,6888.102192666666,595958.60170952,86.52
4-hilburn avenue_2019,4-hilburn avenue,2019,6888.102192666666,285925.1220175933,41.51
4-hilburn avenue_2021,4-hilburn avenue,2021,6888.102192666666,549188.3878213135,79.73000000000002
4-hilburn avenue_2022,4-hilburn avenue,2022,6888.102192666666,320641.15706863324,46.54999999999999
4-hill court_2017,4-hill court,2017,743.7247386311111,54195.221704049065,72.87
4-hill court_2018,4-hill court,2018,743.7247386311111,59817.78072810028,80.43000000000002
4-hill court_2019,4-hill court,2019,743.7247386311111,35765.72268077013,48.089999999999996
4-hill court_2021,4-hill court,2021,743.7247386311111,64503.24658147626,86.72999999999999
4-hill court_2022,4-hill court,2022,743.7247386311111,36546.6336563328,49.14
4-hillcrest avenue_2017,4-hillcrest avenue,2017,1081.3083574333332,73496.52905474366,67.97
4-hillcrest avenue_2018,4-hillcrest avenue,2018,1081.3083574333332,93554.799085132,86.52000000000002
4-hillcrest avenue_2019,4-hillcrest avenue,2019,1081.3083574333332,44885.10991705766,41.510000000000005
4-hillcrest avenue_2021,4-hillcrest avenue,2021,1081.3083574333332,86212.71533815969,79.73000000000003
4-hillcrest avenue_2022,4-hillcrest avenue,2022,1081.3083574333332,50334.904038521665,46.550000000000004
4-hillcrest walk_2017,4-hillcrest walk,2017,189.18349816,12156.9315917616,64.26
4-hillcrest walk_2018,4-hillcrest walk,2018,189.18349816,15520.614189046402,82.04
4-hillcrest walk_2019,4-hillcrest walk,2019,189.18349816,7866.2498534928,41.58
4-hillcrest walk_2021,4-hillcrest walk,2021,189.18349816,14977.657549327201,79.17
4-hillcrest walk_2022,4-hillcrest walk,2022,189.18349816,8501.906407310402,44.94000000000001
4-hillmeyer avenue_2017,4-hillmeyer avenue,2017,5549.494788566667,377199.1607788764,67.97000000000001
4-hillmeyer avenue_2018,4-hillmeyer avenue,2018,5549.494788566667,480142.2891067881,86.52000000000001
4-hillmeyer avenue_2019,4-hillmeyer avenue,2019,5549.494788566667,230359.52867340235,41.51
4-hillmeyer avenue_2021,4-hillmeyer avenue,2021,5549.494788566667,442461.2194924205,79.73000000000002
4-hillmeyer avenue_2022,4-hillmeyer avenue,2022,5549.494788566667,258328.98240777836,46.550000000000004
4-hillmeyer road_2017,4-hillmeyer road,2017,1756.3504948999998,119379.14313835299,67.97
4-hillmeyer road_2018,4-hillmeyer road,2018,1756.3504948999998,151959.44481874802,86.52000000000001
4-hillmeyer road_2019,4-hillmeyer road,2019,1756.3504948999998,72906.10904329899,41.51
4-hillmeyer road_2021,4-hillmeyer road,2021,1756.3504948999998,140033.82495837702,79.73000000000002
4-hillmeyer road_2022,4-hillmeyer road,2022,1756.3504948999998,81758.11553759499,46.55
4-hillside avenue_2017,4-hillside avenue,2017,294330.57468084554,20005649.16105707,67.97
4-hillside avenue_2018,4-hillside avenue,2018,294330.57468084554,25465481.321386762,86.52000000000002
4-hillside avenue_2019,4-hillside avenue,2019,294330.57468084554,12217662.1550019,41.510000000000005
4-hillside avenue_2021,4-hillside avenue,2021,294330.57468084554,23466976.719303824,79.73000000000003
4-hillside avenue_2022,4-hillside avenue,2022,294330.57468084554,13701088.25139336,46.55
4-hillyer street_2017,4-hillyer street,2017,3227.3526329555552,235177.18636347132,72.87
4-hillyer street_2018,4-hillyer street,2018,3227.3526329555552,259575.97226861538,80.43000000000002
4-hillyer street_2019,4-hillyer street,2019,3227.3526329555552,155203.38811883266,48.09
4-hillyer street_2021,4-hillyer street,2021,3227.3526329555552,279908.2938562353,86.72999999999999
4-hillyer street_2022,4-hillyer street,2022,3227.3526329555552,158592.108383436,49.14
4-himrod street_2017,4-himrod street,2017,10341.137653133334,753558.7007838261,72.87
4-himrod street_2018,4-himrod street,2018,10341.137653133334,831737.7014415143,80.43000000000004
4-himrod street_2019,4-himrod street,2019,10341.137653133334,497305.30973918206,48.09
4-himrod street_2021,4-himrod street,2021,10341.137653133334,896886.8686562539,86.72999999999999
4-himrod street_2022,4-himrod street,2022,10341.137653133334,508163.504274972,49.14
4-hobart street_2017,4-hobart street,2017,10705.936206299999,780141.571353081,72.87
4-hobart street_2018,4-hobart street,2018,10705.936206299999,861078.4490727092,80.43000000000002
4-hobart street_2019,4-hobart street,2019,10705.936206299999,514848.47216096695,48.09
4-hobart street_2021,4-hobart street,2021,10705.936206299999,928525.8471723988,86.72999999999999
4-hobart street_2022,4-hobart street,2022,10705.936206299999,526089.705177582,49.14
4-hoffman drive_2017,4-hoffman drive,2017,2050.819455461111,149443.21371945116,72.87
4-hoffman drive_2018,4-hoffman drive,2018,2050.819455461111,164947.4088027372,80.43000000000002
4-hoffman drive_2019,4-hoffman drive,2019,2050.819455461111,98623.90761312483,48.09
4-hoffman drive_2021,4-hoffman drive,2021,2050.819455461111,177867.57137214215,86.73
4-hoffman drive_2022,4-hoffman drive,2022,2050.819455461111,100777.26804135898,49.13999999999999
4-holder place_2017,4-holder place,2017,520.36914446,37919.2995568002,72.86999999999999
4-holder place_2018,4-holder place,2018,520.36914446,41853.29028891781,80.43
4-holder place_2019,4-holder place,2019,520.36914446,25024.5521570814,48.09
4-holder place_2021,4-holder place,2021,520.36914446,45131.61589901579,86.72999999999998
4-holder place_2022,4-holder place,2022,520.36914446,25570.9397587644,49.14
4-holland avenue_2017,4-holland avenue,2017,4319.752454235556,293613.5743143907,67.97
4-holland avenue_2018,4-holland avenue,2018,4319.752454235556,373744.98234046035,86.52000000000001
4-holland avenue_2019,4-holland avenue,2019,4319.752454235556,179312.9243753179,41.51
4-holland avenue_2021,4-holland avenue,2021,4319.752454235556,344413.8631762009,79.73
4-holland avenue_2022,4-holland avenue,2022,4319.752454235556,201084.4767446651,46.54999999999999
4-hollis avenue_2017,4-hollis avenue,2017,40515.89365575555,2753865.291781705,67.97
4-hollis avenue_2018,4-hollis avenue,2018,40515.89365575555,3505435.119095971,86.52000000000002
4-hollis avenue_2019,4-hollis avenue,2019,40515.89365575555,1681814.745650413,41.510000000000005
4-hollis avenue_2021,4-hollis avenue,2021,40515.89365575555,3230332.2011733907,79.73000000000002
4-hollis avenue_2022,4-hollis avenue,2022,40515.89365575555,1886014.8496754207,46.55
4-hollis court boulevard_2017,4-hollis court boulevard,2017,56081.004490253334,3811825.8752025194,67.97
4-hollis court boulevard_2018,4-hollis court boulevard,2018,56081.004490253334,4852128.508496719,86.52000000000002
4-hollis court boulevard_2019,4-hollis court boulevard,2019,56081.004490253334,2327922.496390416,41.51
4-hollis court boulevard_2021,4-hollis court boulevard,2021,56081.004490253334,4471338.488007899,79.73000000000002
4-hollis court boulevard_2022,4-hollis court boulevard,2022,56081.004490253334,2610570.7590212924,46.55
4-hollis hills terrace_2017,4-hollis hills terrace,2017,31150.12833562,2117274.2229720913,67.97
4-hollis hills terrace_2018,4-hollis hills terrace,2018,31150.12833562,2695109.1035978426,86.52000000000001
4-hollis hills terrace_2019,4-hollis hills terrace,2019,31150.12833562,1293041.827211586,41.51
4-hollis hills terrace_2021,4-hollis hills terrace,2021,31150.12833562,2483599.732198983,79.73000000000002
4-hollis hills terrace_2022,4-hollis hills terrace,2022,31150.12833562,1450038.4740231107,46.54999999999999
4-holly avenue_2017,4-holly avenue,2017,8490.498040213333,618702.5921903456,72.87
4-holly avenue_2018,4-holly avenue,2018,8490.498040213333,682890.7573743586,80.43000000000002
4-holly avenue_2019,4-holly avenue,2019,8490.498040213333,408308.0507538592,48.09
4-holly avenue_2021,4-holly avenue,2021,8490.498040213333,736380.8950277023,86.72999999999999
4-holly avenue_2022,4-holly avenue,2022,8490.498040213333,417223.0736960832,49.14
4-hollywood avenue_2017,4-hollywood avenue,2017,7642.440190546666,556904.6166851356,72.87000000000002
4-hollywood avenue_2018,4-hollywood avenue,2018,7642.440190546666,614681.4645256684,80.43
4-hollywood avenue_2019,4-hollywood avenue,2019,7642.440190546666,367524.9487633892,48.09
4-hollywood avenue_2021,4-hollywood avenue,2021,7642.440190546666,662828.8377261122,86.72999999999999
4-hollywood avenue_2022,4-hollywood avenue,2022,7642.440190546666,375549.51096346317,49.14
4-hollywood court_2017,4-hollywood court,2017,533.62013825,36270.1607968525,67.97
4-hollywood court_2018,4-hollywood court,2018,533.62013825,46168.81436139,86.52000000000001
4-hollywood court_2019,4-hollywood court,2019,533.62013825,22150.5719387575,41.510000000000005
4-hollywood court_2021,4-hollywood court,2021,533.62013825,42545.53362267251,79.73000000000003
4-hollywood court_2022,4-hollywood court,2022,533.62013825,24840.0174355375,46.55
4-homelawn street_2017,4-homelawn street,2017,17125.51637978111,1164021.3483337222,67.97
4-homelawn street_2018,4-homelawn street,2018,17125.51637978111,1481699.677178662,86.52000000000002
4-homelawn street_2019,4-homelawn street,2019,17125.51637978111,710880.1849247139,41.51
4-homelawn street_2021,4-homelawn street,2021,17125.51637978111,1365417.4209599486,79.73000000000003
4-homelawn street_2022,4-homelawn street,2022,17125.51637978111,797192.7874788106,46.55
4-honeywell street_2017,4-honeywell street,2017,4165.294426533333,303525.004861484,72.87
4-honeywell street_2018,4-honeywell street,2018,4165.294426533333,335014.630726076,80.43000000000002
4-honeywell street_2019,4-honeywell street,2019,4165.294426533333,200309.008971988,48.09
4-honeywell street_2021,4-honeywell street,2021,4165.294426533333,361255.985613236,86.73
4-honeywell street_2022,4-honeywell street,2022,4165.294426533333,204682.568119848,49.14000000000001
4-hook creek boulevard_2017,4-hook creek boulevard,2017,48365.887370166674,3287429.3645502287,67.97
4-hook creek boulevard_2018,4-hook creek boulevard,2018,48365.887370166674,4184616.575266821,86.52000000000001
4-hook creek boulevard_2019,4-hook creek boulevard,2019,48365.887370166674,2007667.9847356183,41.50999999999999
4-hook creek boulevard_2021,4-hook creek boulevard,2021,48365.887370166674,3856212.2000233894,79.73
4-hook creek boulevard_2022,4-hook creek boulevard,2022,48365.887370166674,2251432.0570812584,46.55
4-hook creek brg_2017,4-hook creek brg,2017,708.669668888889,48168.27739437778,67.97
4-hook creek brg_2018,4-hook creek brg,2018,708.669668888889,61314.09975226669,86.52000000000002
4-hook creek brg_2019,4-hook creek brg,2019,708.669668888889,29416.877955577776,41.50999999999999
4-hook creek brg_2021,4-hook creek brg,2021,708.669668888889,56502.23270051113,79.73000000000002
4-hook creek brg_2022,4-hook creek brg,2022,708.669668888889,32988.57308677778,46.550000000000004
4-hoover avenue_2017,4-hoover avenue,2017,17274.00502242222,1174114.1213740385,67.97000000000001
4-hoover avenue_2018,4-hoover avenue,2018,17274.00502242222,1494546.914539971,86.52000000000002
4-hoover avenue_2019,4-hoover avenue,2019,17274.00502242222,717043.9484807464,41.51
4-hoover avenue_2021,4-hoover avenue,2021,17274.00502242222,1377256.4204377243,79.73000000000003
4-hoover avenue_2022,4-hoover avenue,2022,17274.00502242222,804104.9337937544,46.550000000000004
4-hor harding expressway exit eb_2017,4-hor harding expressway exit eb,2017,1860.7940567288888,126478.17203586259,67.97000000000001
4-hor harding expressway exit eb_2018,4-hor harding expressway exit eb,2018,1860.7940567288888,160995.9017881835,86.52000000000001
4-hor harding expressway exit eb_2019,4-hor harding expressway exit eb,2019,1860.7940567288888,77241.56129481617,41.51
4-hor harding expressway exit eb_2021,4-hor harding expressway exit eb,2021,1860.7940567288888,148361.11014299432,79.73
4-hor harding expressway exit eb_2022,4-hor harding expressway exit eb,2022,1860.7940567288888,86619.96334072977,46.55
4-horace harding expy_2017,4-horace harding expy,2017,239206.56955159444,17430982.72322469,72.87
4-horace harding expy_2018,4-horace harding expy,2018,239206.56955159444,19239384.389034748,80.43000000000004
4-horace harding expy_2019,4-horace harding expy,2019,239206.56955159444,11503443.929736178,48.09000000000001
4-horace harding expy_2021,4-horace harding expy,2021,239206.56955159444,20746385.777209785,86.72999999999999
4-horace harding expy_2022,4-horace harding expy,2022,239206.56955159444,11754610.827765353,49.14000000000001
4-horatio parkway_2017,4-horatio parkway,2017,11747.694796391112,798490.8153107038,67.97
4-horatio parkway_2018,4-horatio parkway,2018,11747.694796391112,1016410.553783759,86.52
4-horatio parkway_2019,4-horatio parkway,2019,11747.694796391112,487646.81099819497,41.50999999999999
4-horatio parkway_2021,4-horatio parkway,2021,11747.694796391112,936643.7061162634,79.73
4-horatio parkway_2022,4-horatio parkway,2022,11747.694796391112,546855.1927720062,46.54999999999999
4-horton avenue_2017,4-horton avenue,2017,818.5790172933333,55638.81580542786,67.97
4-horton avenue_2018,4-horton avenue,2018,818.5790172933333,70823.4565762192,86.52000000000001
4-horton avenue_2019,4-horton avenue,2019,818.5790172933333,33979.215007846266,41.51
4-horton avenue_2021,4-horton avenue,2021,818.5790172933333,65265.305048797476,79.73000000000002
4-horton avenue_2022,4-horton avenue,2022,818.5790172933333,38104.85325500466,46.54999999999999
4-hovenden road_2017,4-hovenden road,2017,2994.9332691,203565.61430072703,67.97000000000001
4-hovenden road_2018,4-hovenden road,2018,2994.9332691,259121.62644253206,86.52000000000002
4-hovenden road_2019,4-hovenden road,2019,2994.9332691,124319.680000341,41.51
4-hovenden road_2021,4-hovenden road,2021,2994.9332691,238786.02954534307,79.73000000000003
4-hovenden road_2022,4-hovenden road,2022,2994.9332691,139414.143676605,46.55
4-hoxie drive_2017,4-hoxie drive,2017,3243.122864566667,220435.06110459636,67.97
4-hoxie drive_2018,4-hoxie drive,2018,3243.122864566667,280594.99024230806,86.52000000000001
4-hoxie drive_2019,4-hoxie drive,2019,3243.122864566667,134622.03010816232,41.50999999999999
4-hoxie drive_2021,4-hoxie drive,2021,3243.122864566667,258574.1859919004,79.73
4-hoxie drive_2022,4-hoxie drive,2022,3243.122864566667,150967.36934557834,46.55
4-hoyt avenue north_2017,4-hoyt avenue north,2017,17809.15467995444,1297753.1015282802,72.87
4-hoyt avenue north_2018,4-hoyt avenue north,2018,17809.15467995444,1432390.310908736,80.43000000000002
4-hoyt avenue north_2019,4-hoyt avenue north,2019,17809.15467995444,856442.248559009,48.089999999999996
4-hoyt avenue north_2021,4-hoyt avenue north,2021,17809.15467995444,1544587.9853924485,86.72999999999999
4-hoyt avenue north_2022,4-hoyt avenue north,2022,17809.15467995444,875141.8609729612,49.13999999999999
4-hoyt avenue south_2017,4-hoyt avenue south,2017,16311.510653246669,1188619.781302085,72.87
4-hoyt avenue south_2018,4-hoyt avenue south,2018,16311.510653246669,1311934.8018406301,80.43000000000004
4-hoyt avenue south_2019,4-hoyt avenue south,2019,16311.510653246669,784420.5473146323,48.09
4-hoyt avenue south_2021,4-hoyt avenue south,2021,16311.510653246669,1414697.3189560836,86.73
4-hoyt avenue south_2022,4-hoyt avenue south,2022,16311.510653246669,801547.6335005413,49.14
4-hudson walk_2017,4-hudson walk,2017,438.3923348133333,28171.0914351048,64.26
4-hudson walk_2018,4-hudson walk,2018,438.3923348133333,35965.70714808587,82.04000000000002
4-hudson walk_2019,4-hudson walk,2019,438.3923348133333,18228.3532815384,41.58
4-hudson walk_2021,4-hudson walk,2021,438.3923348133333,34707.521147171596,79.16999999999999
4-hudson walk_2022,4-hudson walk,2022,438.3923348133333,19701.351526511204,44.94000000000001
4-hull avenue_2017,4-hull avenue,2017,4705.834276413333,342914.14372223965,72.87000000000002
4-hull avenue_2018,4-hull avenue,2018,4705.834276413333,378490.2508519245,80.43000000000002
4-hull avenue_2019,4-hull avenue,2019,4705.834276413333,226303.5703527172,48.089999999999996
4-hull avenue_2021,4-hull avenue,2021,4705.834276413333,408137.0067933283,86.72999999999999
4-hull avenue_2022,4-hull avenue,2022,4705.834276413333,231244.6963429512,49.14000000000001
4-humphreys street_2017,4-humphreys street,2017,6916.312505966666,503991.692309791,72.87
4-humphreys street_2018,4-humphreys street,2018,6916.312505966666,556279.0148548991,80.43000000000002
4-humphreys street_2019,4-humphreys street,2019,6916.312505966666,332605.468411937,48.09
4-humphreys street_2021,4-humphreys street,2021,6916.312505966666,599851.7836424889,86.72999999999999
4-humphreys street_2022,4-humphreys street,2022,6916.312505966666,339867.59654320194,49.13999999999999
4-hungry harbor road_2017,4-hungry harbor road,2017,1411.7674288155556,95957.83213659332,67.97
4-hungry harbor road_2018,4-hungry harbor road,2018,1411.7674288155556,122146.11794112188,86.52000000000001
4-hungry harbor road_2019,4-hungry harbor road,2019,1411.7674288155556,58602.465970133715,41.51
4-hungry harbor road_2021,4-hungry harbor road,2021,1411.7674288155556,112560.21709946428,79.73000000000002
4-hungry harbor road_2022,4-hungry harbor road,2022,1411.7674288155556,65717.77381136411,46.55
4-hunter street_2017,4-hunter street,2017,3987.6663987222223,290581.25047488837,72.87
4-hunter street_2018,4-hunter street,2018,3987.6663987222223,320728.0084492284,80.43000000000002
4-hunter street_2019,4-hunter street,2019,3987.6663987222223,191766.8771145517,48.09
4-hunter street_2021,4-hunter street,2021,3987.6663987222223,345850.3067611783,86.72999999999999
4-hunter street_2022,4-hunter street,2022,3987.6663987222223,195953.92683321002,49.14
4-hunters point avenue_2017,4-hunters point avenue,2017,15293.262318982222,1114420.0251842346,72.87
4-hunters point avenue_2018,4-hunters point avenue,2018,15293.262318982222,1230037.0883157405,80.43000000000002
4-hunters point avenue_2019,4-hunters point avenue,2019,15293.262318982222,735452.9849198551,48.09
4-hunters point avenue_2021,4-hunters point avenue,2021,15293.262318982222,1326384.640925328,86.72999999999999
4-hunters point avenue_2022,4-hunters point avenue,2022,15293.262318982222,751510.9103547864,49.14
4-hunters point brg_2017,4-hunters point brg,2017,187.90122848,13692.3625193376,72.87
4-hunters point brg_2018,4-hunters point brg,2018,187.90122848,15112.895806646404,80.43000000000002
4-hunters point brg_2019,4-hunters point brg,2019,187.90122848,9036.170077603201,48.09000000000001
4-hunters point brg_2021,4-hunters point brg,2021,187.90122848,16296.673546070399,86.73
4-hunters point brg_2022,4-hunters point brg,2022,187.90122848,9233.4663675072,49.14000000000001
4-hurley court_2017,4-hurley court,2017,3720.5362466688894,252884.8486860844,67.97
4-hurley court_2018,4-hurley court,2018,3720.5362466688894,321900.79606179235,86.52000000000001
4-hurley court_2019,4-hurley court,2019,3720.5362466688894,154439.4595992256,41.510000000000005
4-hurley court_2021,4-hurley court,2021,3720.5362466688894,296638.35494691064,79.73000000000002
4-hurley court_2022,4-hurley court,2022,3720.5362466688894,173190.96228243678,46.55
4-huron street_2017,4-huron street,2017,4437.524389233334,301618.53273618966,67.97
4-huron street_2018,4-huron street,2018,4437.524389233334,383934.61015646806,86.52000000000001
4-huron street_2019,4-huron street,2019,4437.524389233334,184201.63739707565,41.50999999999999
4-huron street_2021,4-huron street,2021,4437.524389233334,353803.8195535738,79.73000000000002
4-huron street_2022,4-huron street,2022,4437.524389233334,206566.76031881163,46.54999999999999
4-huxley street_2017,4-huxley street,2017,14776.197408114444,1004338.1378295387,67.97
4-huxley street_2018,4-huxley street,2018,14776.197408114444,1278436.5997500618,86.52000000000001
4-huxley street_2019,4-huxley street,2019,14776.197408114444,613359.9544108305,41.51
4-huxley street_2021,4-huxley street,2021,14776.197408114444,1178106.2193489647,79.73000000000002
4-huxley street_2022,4-huxley street,2022,14776.197408114444,687831.9893477274,46.550000000000004
4-i 278 eastbound exit 42_2017,4-i 278 eastbound exit 42,2017,3987.6250756133336,290578.2392599436,72.86999999999999
4-i 278 eastbound exit 42_2018,4-i 278 eastbound exit 42,2018,3987.6250756133336,320724.6848315805,80.43000000000002
4-i 278 eastbound exit 42_2019,4-i 278 eastbound exit 42,2019,3987.6250756133336,191764.88988624525,48.09000000000001
4-i 278 eastbound exit 42_2021,4-i 278 eastbound exit 42,2021,3987.6250756133336,345846.7228079444,86.72999999999999
4-i 278 eastbound exit 42_2022,4-i 278 eastbound exit 42,2022,3987.6250756133336,195951.8962156392,49.13999999999999
4-i 278 eb en northern boulevard_2017,4-i 278 eb en northern boulevard,2017,1420.3617495666667,103501.76069092301,72.87
4-i 278 eb en northern boulevard_2018,4-i 278 eb en northern boulevard,2018,1420.3617495666667,114239.69551764702,80.43
4-i 278 eb en northern boulevard_2019,4-i 278 eb en northern boulevard,2019,1420.3617495666667,68305.19653666101,48.09
4-i 278 eb en northern boulevard_2021,4-i 278 eb en northern boulevard,2021,1420.3617495666667,123187.97453991699,86.72999999999999
4-i 278 eb en northern boulevard_2022,4-i 278 eb en northern boulevard,2022,1420.3617495666667,69796.576373706,49.14
4-i 495 wb entrance 21 street_2017,4-i 495 wb entrance 21 street,2017,2608.36888472,180029.62042337438,69.01999999999998
4-i 495 wb entrance 21 street_2018,4-i 495 wb entrance 21 street,2018,2608.36888472,210156.28104189038,80.57
4-i 495 wb entrance 21 street_2019,4-i 495 wb entrance 21 street,2019,2608.36888472,120871.8141179248,46.34
4-i 495 wb entrance 21 street_2021,4-i 495 wb entrance 21 street,2021,2608.36888472,221111.43035771442,84.77000000000001
4-i 495 wb entrance 21 street_2022,4-i 495 wb entrance 21 street,2022,2608.36888472,124523.53055653282,47.74
4-i 678 nb en 14 avenue_2017,4-i 678 nb en 14 avenue,2017,198.5549855666667,14468.701798243002,72.87
4-i 678 nb en 14 avenue_2018,4-i 678 nb en 14 avenue,2018,198.5549855666667,15969.777489127006,80.43000000000002
4-i 678 nb en 14 avenue_2019,4-i 678 nb en 14 avenue,2019,198.5549855666667,9548.509255901,48.089999999999996
4-i 678 nb en 14 avenue_2021,4-i 678 nb en 14 avenue,2021,198.5549855666667,17220.673898196997,86.72999999999998
4-i 678 nb en 14 avenue_2022,4-i 678 nb en 14 avenue,2022,198.5549855666667,9756.991990746,49.14
4-i 678 nb en 20 avenue_2017,4-i 678 nb en 20 avenue,2017,1235.2103803844445,90009.78041861446,72.86999999999999
4-i 678 nb en 20 avenue_2018,4-i 678 nb en 20 avenue,2018,1235.2103803844445,99347.9708943209,80.43000000000002
4-i 678 nb en 20 avenue_2019,4-i 678 nb en 20 avenue,2019,1235.2103803844445,59401.26719268794,48.09
4-i 678 nb en 20 avenue_2021,4-i 678 nb en 20 avenue,2021,1235.2103803844445,107129.79629074286,86.72999999999999
4-i 678 nb en 20 avenue_2022,4-i 678 nb en 20 avenue,2022,1235.2103803844445,60698.238092091604,49.14
4-ida court_2017,4-ida court,2017,575.6393535666667,39126.20686192633,67.96999999999998
4-ida court_2018,4-ida court,2018,575.6393535666667,49804.31687058801,86.52000000000001
4-ida court_2019,4-ida court,2019,575.6393535666667,23894.789566552336,41.51
4-ida court_2021,4-ida court,2021,575.6393535666667,45895.725659870346,79.73000000000002
4-ida court_2022,4-ida court,2022,575.6393535666667,26796.011908528333,46.55
4-idlewild drive_2017,4-idlewild drive,2017,1169.3550946666667,79481.06578449333,67.97
4-idlewild drive_2018,4-idlewild drive,2018,1169.3550946666667,101172.60279056002,86.52000000000001
4-idlewild drive_2019,4-idlewild drive,2019,1169.3550946666667,48539.929979613335,41.51
4-idlewild drive_2021,4-idlewild drive,2021,1169.3550946666667,93232.68169777335,79.73000000000002
4-idlewild drive_2022,4-idlewild drive,2022,1169.3550946666667,54433.47965673333,46.55
4-ilion avenue_2017,4-ilion avenue,2017,8089.227943286667,549824.8233051947,67.97
4-ilion avenue_2018,4-ilion avenue,2018,8089.227943286667,699880.0016531624,86.52
4-ilion avenue_2019,4-ilion avenue,2019,8089.227943286667,335783.85192582954,41.51
4-ilion avenue_2021,4-ilion avenue,2021,8089.227943286667,644954.1439182461,79.73000000000002
4-ilion avenue_2022,4-ilion avenue,2022,8089.227943286667,376553.5607599943,46.55
4-indiana avenue_2017,4-indiana avenue,2017,1616.8633060000002,117820.82910822,72.86999999999999
4-indiana avenue_2018,4-indiana avenue,2018,1616.8633060000002,130044.31570158004,80.43000000000002
4-indiana avenue_2019,4-indiana avenue,2019,1616.8633060000002,77754.95638554002,48.09
4-indiana avenue_2021,4-indiana avenue,2021,1616.8633060000002,140230.55452938,86.72999999999999
4-indiana avenue_2022,4-indiana avenue,2022,1616.8633060000002,79452.66285684,49.14
4-ingram street_2017,4-ingram street,2017,11233.252296935556,818567.0948776939,72.86999999999999
4-ingram street_2018,4-ingram street,2018,11233.252296935556,903490.482242527,80.43000000000002
4-ingram street_2019,4-ingram street,2019,11233.252296935556,540207.1029596309,48.09
4-ingram street_2021,4-ingram street,2021,11233.252296935556,974259.9717132205,86.72999999999998
4-ingram street_2022,4-ingram street,2022,11233.252296935556,552002.0178714131,49.13999999999999
4-international airport center boulevard_2017,4-international airport center boulevard,2017,26823.2973827,1823179.5231021189,67.97
4-international airport center boulevard_2018,4-international airport center boulevard,2018,26823.2973827,2320751.689551204,86.52000000000001
4-international airport center boulevard_2019,4-international airport center boulevard,2019,26823.2973827,1113435.074355877,41.510000000000005
4-international airport center boulevard_2021,4-international airport center boulevard,2021,26823.2973827,2138621.5003226716,79.73000000000003
4-international airport center boulevard_2022,4-international airport center boulevard,2022,26823.2973827,1248624.4931646849,46.55
4-inwood street_2017,4-inwood street,2017,35717.821988888885,2427740.360584778,67.97000000000001
4-inwood street_2018,4-inwood street,2018,35717.821988888885,3090305.958478667,86.52000000000001
4-inwood street_2019,4-inwood street,2019,35717.821988888885,1482646.7907587776,41.51
4-inwood street_2021,4-inwood street,2021,35717.821988888885,2847781.9471741114,79.73000000000002
4-inwood street_2022,4-inwood street,2022,35717.821988888885,1662664.6135827776,46.55
4-iowa road_2017,4-iowa road,2017,1376.94565868,93590.9964204796,67.97
4-iowa road_2018,4-iowa road,2018,1376.94565868,119133.33838899361,86.52000000000001
4-iowa road_2019,4-iowa road,2019,1376.94565868,57157.0142918068,41.510000000000005
4-iowa road_2021,4-iowa road,2021,1376.94565868,109783.87736655642,79.73000000000002
4-iowa road_2022,4-iowa road,2022,1376.94565868,64096.82041155399,46.55
