normalized_street_name_season,snap_count,coverage,average_coverage
4-belt parkway eb en 135 avenue_2018,284,93.3,0.3285211267605634
4-belt parkway eb en 135 avenue_2019,84,24.4,0.29047619047619044
4-belt parkway eb en 135 avenue_2021,146,52.0,0.3561643835616438
4-belt parkway eb en 135 avenue_2022,84,27.3,0.325
4-belt parkway eb en 135 avenue_2024,29,8.1,0.2793103448275862
4-belt parkway eb en cross bay boulevard_2017,612,104.3,0.1704248366013072
4-belt parkway eb en cross bay boulevard_2018,1140,219.1,0.19219298245614033
4-belt parkway eb en cross bay boulevard_2019,336,69.6,0.20714285714285713
4-belt parkway eb en cross bay boulevard_2021,580,189.3,0.3263793103448276
4-belt parkway eb en cross bay boulevard_2022,340,120.6,0.35470588235294115
4-belt parkway eb en cross bay boulevard_2024,116,39.8,0.34310344827586203
4-belt parkway eb en farmers boulevard_2017,153,68.9,0.4503267973856209
4-belt parkway eb en farmers boulevard_2018,282,151.3,0.5365248226950355
4-belt parkway eb en farmers boulevard_2019,84,48.2,0.5738095238095239
4-belt parkway eb en farmers boulevard_2021,146,78.9,0.5404109589041096
4-belt parkway eb en farmers boulevard_2022,84,58.4,0.6952380952380952
4-belt parkway eb en farmers boulevard_2024,29,16.2,0.5586206896551724
4-belt parkway eb en merrick boulevard_2017,152,49.1,0.3230263157894737
4-belt parkway eb en merrick boulevard_2018,282,108.2,0.38368794326241135
4-belt parkway eb en merrick boulevard_2019,84,31.2,0.37142857142857144
4-belt parkway eb en merrick boulevard_2021,146,62.9,0.43082191780821916
4-belt parkway eb en merrick boulevard_2022,85,36.6,0.43058823529411766
4-belt parkway eb en merrick boulevard_2024,29,11.1,0.38275862068965516
4-belt parkway eb en springfield boulevard_2017,153,77.5,0.5065359477124183
4-belt parkway eb en springfield boulevard_2018,282,152.8,0.5418439716312057
4-belt parkway eb en springfield boulevard_2019,84,49.7,0.5916666666666667
4-belt parkway eb en springfield boulevard_2021,146,96.2,0.6589041095890411
4-belt parkway eb en springfield boulevard_2022,85,55.8,0.6564705882352941
4-belt parkway eb en springfield boulevard_2024,29,19.1,0.6586206896551725
4-belt parkway eb entrance 150 street_2017,612,403.3,0.6589869281045752
4-belt parkway eb entrance 150 street_2018,1140,816.2,0.7159649122807018
4-belt parkway eb entrance 150 street_2019,336,236.7,0.7044642857142857
4-belt parkway eb entrance 150 street_2021,584,437.8,0.7496575342465753
4-belt parkway eb entrance 150 street_2022,340,271.2,0.7976470588235294
4-belt parkway eb entrance 150 street_2024,116,84.0,0.7241379310344828
4-belt parkway entrance wb_2017,153,72.5,0.4738562091503268
4-belt parkway entrance wb_2018,570,266.2,0.4670175438596491
4-belt parkway entrance wb_2019,168,79.9,0.4755952380952381
4-belt parkway entrance wb_2021,291,161.3,0.5542955326460481
4-belt parkway entrance wb_2022,171,101.9,0.595906432748538
4-belt parkway entrance wb_2024,58,31.1,0.5362068965517242
4-belt parkway exit 17 eb_2017,153,62.2,0.4065359477124183
4-belt parkway exit 17 eb_2018,282,129.1,0.4578014184397163
4-belt parkway exit 17 eb_2019,84,39.8,0.4738095238095238
4-belt parkway exit 17 eb_2021,146,72.8,0.4986301369863014
4-belt parkway exit 17 eb_2022,85,50.3,0.5917647058823529
4-belt parkway exit 17 eb_2024,29,15.3,0.5275862068965518
4-belt parkway exit 17 north wb_2017,153,55.9,0.365359477124183
4-belt parkway exit 17 north wb_2018,283,118.2,0.41766784452296823
4-belt parkway exit 17 north wb_2019,84,40.5,0.48214285714285715
4-belt parkway exit 17 north wb_2021,146,68.0,0.4657534246575342
4-belt parkway exit 17 north wb_2022,85,41.8,0.4917647058823529
4-belt parkway exit 17 north wb_2024,29,17.3,0.596551724137931
4-belt parkway exit 17 south wb_2017,153,37.3,0.2437908496732026
4-belt parkway exit 17 south wb_2018,282,94.2,0.33404255319148934
4-belt parkway exit 17 south wb_2019,84,25.9,0.3083333333333333
4-belt parkway exit 17 south wb_2021,146,53.5,0.3664383561643836
4-belt parkway exit 17 south wb_2022,85,31.2,0.36705882352941177
4-belt parkway exit 17 south wb_2024,29,10.3,0.3551724137931035
4-belt parkway exit 17 west wb_2017,153,41.6,0.27189542483660134
4-belt parkway exit 17 west wb_2018,282,102.3,0.3627659574468085
4-belt parkway exit 17 west wb_2019,84,34.5,0.4107142857142857
4-belt parkway exit 17 west wb_2021,146,55.8,0.3821917808219178
4-belt parkway exit 17 west wb_2022,85,36.8,0.4329411764705882
4-belt parkway exit 17 west wb_2024,29,15.3,0.5275862068965518
4-belt parkway exit 18 b westbound_2017,153,57.1,0.373202614379085
4-belt parkway exit 18 b westbound_2018,285,129.1,0.4529824561403509
4-belt parkway exit 18 b westbound_2019,84,41.4,0.4928571428571428
4-belt parkway exit 18 b westbound_2021,147,83.3,0.5666666666666667
4-belt parkway exit 18 b westbound_2022,85,46.9,0.5517647058823529
4-belt parkway exit 18 b westbound_2024,29,15.3,0.5275862068965518
4-belt parkway exit 19 eb_2017,612,189.4,0.30947712418300655
4-belt parkway exit 19 eb_2018,1140,446.0,0.3912280701754386
4-belt parkway exit 19 eb_2019,336,147.2,0.43809523809523804
4-belt parkway exit 19 eb_2021,584,264.9,0.4535958904109589
4-belt parkway exit 19 eb_2022,344,136.2,0.3959302325581395
4-belt parkway exit 19 eb_2024,116,54.1,0.4663793103448276
4-belt parkway exit 19 wb_2017,153,43.6,0.2849673202614379
4-belt parkway exit 19 wb_2018,285,94.6,0.33192982456140346
4-belt parkway exit 19 wb_2019,84,27.9,0.33214285714285713
4-belt parkway exit 19 wb_2021,146,50.5,0.3458904109589041
4-belt parkway exit 19 wb_2022,85,35.4,0.4164705882352941
4-belt parkway exit 19 wb_2024,29,12.8,0.44137931034482764
4-belt parkway exit 20 eb_2017,153,63.9,0.4176470588235294
4-belt parkway exit 20 eb_2018,285,135.9,0.4768421052631579
4-belt parkway exit 20 eb_2019,84,42.8,0.5095238095238095
4-belt parkway exit 20 eb_2021,147,81.8,0.5564625850340136
4-belt parkway exit 20 eb_2022,85,58.2,0.6847058823529412
4-belt parkway exit 20 eb_2024,29,16.2,0.5586206896551724
4-belt parkway exit 20 wb_2017,612,160.6,0.2624183006535948
4-belt parkway exit 20 wb_2018,1140,371.8,0.326140350877193
4-belt parkway exit 20 wb_2019,336,118.9,0.35386904761904764
4-belt parkway exit 20 wb_2021,584,239.0,0.4092465753424658
4-belt parkway exit 20 wb_2022,344,149.0,0.4331395348837209
4-belt parkway exit 20 wb_2024,116,51.8,0.446551724137931
4-belt parkway exit 21 a wb_2017,153,75.4,0.4928104575163399
4-belt parkway exit 21 a wb_2018,285,153.4,0.5382456140350877
4-belt parkway exit 21 a wb_2019,84,47.4,0.5642857142857143
4-belt parkway exit 21 a wb_2021,146,88.3,0.6047945205479451
4-belt parkway exit 21 a wb_2022,84,57.2,0.680952380952381
4-belt parkway exit 21 a wb_2024,29,16.1,0.5551724137931034
4-belt parkway exit 21 b eb_2017,153,66.4,0.4339869281045752
4-belt parkway exit 21 b eb_2018,283,134.0,0.4734982332155477
4-belt parkway exit 21 b eb_2019,84,44.9,0.5345238095238095
4-belt parkway exit 21 b eb_2021,146,85.9,0.5883561643835616
4-belt parkway exit 21 b eb_2022,86,51.6,0.6
4-belt parkway exit 21 b eb_2024,29,15.3,0.5275862068965518
4-belt parkway exit 21 wb_2017,153,52.0,0.33986928104575165
4-belt parkway exit 21 wb_2018,282,100.5,0.35638297872340424
4-belt parkway exit 21 wb_2019,84,31.2,0.37142857142857144
4-belt parkway exit 21 wb_2021,146,59.0,0.4041095890410959
4-belt parkway exit 21 wb_2022,85,36.0,0.4235294117647059
4-belt parkway exit 21 wb_2024,29,12.1,0.41724137931034483
4-belt parkway exit 22 eb_2017,153,70.8,0.46274509803921565
4-belt parkway exit 22 eb_2018,282,153.6,0.5446808510638298
4-belt parkway exit 22 eb_2019,84,47.8,0.569047619047619
4-belt parkway exit 22 eb_2021,146,82.2,0.5630136986301371
4-belt parkway exit 22 eb_2022,85,54.6,0.6423529411764706
4-belt parkway exit 22 eb_2024,29,16.2,0.5586206896551724
4-belt parkway exit 22 wb_2017,153,62.5,0.4084967320261438
4-belt parkway exit 22 wb_2018,282,127.2,0.451063829787234
4-belt parkway exit 22 wb_2019,84,41.9,0.4988095238095238
4-belt parkway exit 22 wb_2021,146,80.4,0.5506849315068494
4-belt parkway exit 22 wb_2022,85,42.8,0.5035294117647059
4-belt parkway exit 22 wb_2024,29,15.8,0.5448275862068965
4-belt parkway exit 23 a sb_2017,152,39.4,0.25921052631578945
4-belt parkway exit 23 a sb_2018,284,89.8,0.3161971830985915
4-belt parkway exit 23 a sb_2019,84,31.2,0.37142857142857144
4-belt parkway exit 23 a sb_2021,146,57.6,0.39452054794520547
4-belt parkway exit 23 a sb_2022,86,31.7,0.3686046511627907
4-belt parkway exit 23 a sb_2024,31,13.0,0.41935483870967744
4-belt parkway exit 23 eb_2017,153,66.0,0.43137254901960786
4-belt parkway exit 23 eb_2018,285,126.3,0.4431578947368421
4-belt parkway exit 23 eb_2019,84,46.2,0.55
4-belt parkway exit 23 eb_2021,146,82.5,0.565068493150685
4-belt parkway exit 23 eb_2022,85,50.5,0.5941176470588235
4-belt parkway exit 23 eb_2024,29,16.0,0.5517241379310345
4-belt parkway exit 24 a wb_2017,456,106.6,0.23377192982456138
4-belt parkway exit 24 a wb_2018,852,213.4,0.25046948356807514
4-belt parkway exit 24 a wb_2019,252,55.9,0.22182539682539681
4-belt parkway exit 24 a wb_2021,438,128.1,0.2924657534246575
4-belt parkway exit 24 a wb_2022,255,69.8,0.27372549019607845
4-belt parkway exit 24 a wb_2024,87,15.4,0.17701149425287357
4-belt parkway exit 24 b eb_2017,304,86.6,0.28486842105263155
4-belt parkway exit 24 b eb_2018,564,199.2,0.3531914893617021
4-belt parkway exit 24 b eb_2019,168,54.3,0.3232142857142857
4-belt parkway exit 24 b eb_2021,294,129.2,0.43945578231292515
4-belt parkway exit 24 b eb_2022,170,71.8,0.4223529411764706
4-belt parkway exit 24 b eb_2024,58,19.9,0.34310344827586203
4-belt parkway exit 24 b wb_2017,152,51.2,0.3368421052631579
4-belt parkway exit 24 b wb_2018,282,114.4,0.40567375886524826
4-belt parkway exit 24 b wb_2019,84,31.4,0.3738095238095238
4-belt parkway exit 24 b wb_2021,146,64.8,0.4438356164383561
4-belt parkway exit 24 b wb_2022,85,40.2,0.47294117647058825
4-belt parkway exit 24 b wb_2024,29,13.6,0.4689655172413793
4-belt parkway exit 25 a nb_2017,152,50.3,0.33092105263157895
4-belt parkway exit 25 a nb_2018,285,112.2,0.3936842105263158
4-belt parkway exit 25 a nb_2019,84,33.2,0.3952380952380953
4-belt parkway exit 25 a nb_2021,146,59.8,0.4095890410958904
4-belt parkway exit 25 a nb_2022,85,42.4,0.49882352941176467
4-belt parkway exit 25 a nb_2024,29,11.3,0.3896551724137931
4-belt parkway exit 25 b nb_2017,304,74.5,0.2450657894736842
4-belt parkway exit 25 b nb_2018,570,213.6,0.37473684210526315
4-belt parkway exit 25 b nb_2019,168,61.8,0.3678571428571428
4-belt parkway exit 25 b nb_2021,292,115.1,0.3941780821917808
4-belt parkway exit 25 b nb_2022,171,78.2,0.45730994152046783
4-belt parkway exit 25 b nb_2024,58,23.8,0.4103448275862069
4-belt parkway exit nb_2017,304,110.4,0.3631578947368421
4-belt parkway exit nb_2018,570,269.6,0.4729824561403509
4-belt parkway exit nb_2019,168,81.1,0.4827380952380952
4-belt parkway exit nb_2021,294,140.5,0.477891156462585
4-belt parkway exit nb_2022,170,81.3,0.47823529411764704
4-belt parkway exit nb_2024,58,31.0,0.5344827586206896
4-belt parkway sb entrance 181 street_2017,153,53.4,0.34901960784313724
4-belt parkway sb entrance 181 street_2018,282,108.8,0.38581560283687943
4-belt parkway sb entrance 181 street_2019,84,33.2,0.3952380952380953
4-belt parkway sb entrance 181 street_2021,146,63.2,0.4328767123287671
4-belt parkway sb entrance 181 street_2022,85,43.2,0.5082352941176471
4-belt parkway sb entrance 181 street_2024,29,12.8,0.44137931034482764
4-belt parkway wb en 118 avenue_2017,152,45.0,0.29605263157894735
4-belt parkway wb en 118 avenue_2018,285,102.2,0.3585964912280702
4-belt parkway wb en 118 avenue_2019,84,37.7,0.4488095238095238
4-belt parkway wb en 118 avenue_2021,146,70.2,0.4808219178082192
4-belt parkway wb en 118 avenue_2022,86,47.7,0.5546511627906977
4-belt parkway wb en 118 avenue_2024,29,13.3,0.45862068965517244
4-belt parkway wb en 133 avenue_2017,456,85.1,0.18662280701754386
4-belt parkway wb en 133 avenue_2018,846,183.4,0.21678486997635935
4-belt parkway wb en 133 avenue_2019,252,52.6,0.20873015873015874
4-belt parkway wb en 133 avenue_2021,438,128.0,0.2922374429223744
4-belt parkway wb en 133 avenue_2022,255,85.5,0.3352941176470588
4-belt parkway wb en 133 avenue_2024,87,12.3,0.1413793103448276
4-belt parkway wb en cross bay boulevard_2017,153,63.5,0.4150326797385621
4-belt parkway wb en cross bay boulevard_2018,284,131.5,0.4630281690140845
4-belt parkway wb en cross bay boulevard_2019,84,43.6,0.5190476190476191
4-belt parkway wb en cross bay boulevard_2021,146,77.8,0.5328767123287671
4-belt parkway wb en cross bay boulevard_2022,85,49.9,0.5870588235294117
4-belt parkway wb en cross bay boulevard_2024,29,16.6,0.5724137931034483
4-belt parkway wb en lefferts boulevard_2017,153,56.1,0.3666666666666667
4-belt parkway wb en lefferts boulevard_2018,285,121.2,0.42526315789473684
4-belt parkway wb en lefferts boulevard_2019,84,41.5,0.49404761904761907
4-belt parkway wb en lefferts boulevard_2021,146,69.8,0.4780821917808219
4-belt parkway wb en lefferts boulevard_2022,85,41.9,0.4929411764705882
4-belt parkway wb en lefferts boulevard_2024,29,17.3,0.596551724137931
4-belt parkway wb en nassau expwy_2017,153,43.0,0.28104575163398693
4-belt parkway wb en nassau expwy_2018,286,94.2,0.3293706293706294
4-belt parkway wb en nassau expwy_2019,84,37.5,0.44642857142857145
4-belt parkway wb en nassau expwy_2021,146,55.8,0.3821917808219178
4-belt parkway wb en nassau expwy_2022,85,36.6,0.43058823529411766
4-belt parkway wb en nassau expwy_2024,29,13.6,0.4689655172413793
4-belt parkway wb en sunrise highway_2017,153,66.6,0.4352941176470588
4-belt parkway wb en sunrise highway_2018,284,138.2,0.4866197183098591
4-belt parkway wb en sunrise highway_2019,84,45.9,0.5464285714285714
4-belt parkway wb en sunrise highway_2021,146,82.4,0.5643835616438356
4-belt parkway wb en sunrise highway_2022,85,49.8,0.5858823529411764
4-belt parkway wb en sunrise highway_2024,29,18.1,0.6241379310344828
4-belt parkway wb entrance 160 street_2017,153,59.7,0.39019607843137255
4-belt parkway wb entrance 160 street_2018,285,125.3,0.4396491228070175
4-belt parkway wb entrance 160 street_2019,84,42.4,0.5047619047619047
4-belt parkway wb entrance 160 street_2021,146,81.9,0.560958904109589
4-belt parkway wb entrance 160 street_2022,85,49.3,0.58
4-belt parkway wb entrance 160 street_2024,29,17.3,0.596551724137931
4-belt py eb en cross bay boulevard nb_2017,1071,334.1,0.3119514472455649
4-belt py eb en cross bay boulevard nb_2018,1974,699.1,0.35415400202634245
4-belt py eb en cross bay boulevard nb_2019,588,250.5,0.4260204081632653
4-belt py eb en cross bay boulevard nb_2021,1022,432.3,0.42299412915851275
4-belt py eb en cross bay boulevard nb_2022,595,228.9,0.3847058823529412
4-belt py eb en cross bay boulevard nb_2024,203,90.5,0.4458128078817734
4-belt py eb en cross bay boulevard sb_2017,153,40.0,0.26143790849673204
4-belt py eb en cross bay boulevard sb_2018,282,97.1,0.34432624113475174
4-belt py eb en cross bay boulevard sb_2019,84,24.7,0.29404761904761906
4-belt py eb en cross bay boulevard sb_2021,146,57.2,0.3917808219178082
4-belt py eb en cross bay boulevard sb_2022,85,33.2,0.3905882352941177
4-belt py eb en cross bay boulevard sb_2024,29,11.6,0.39999999999999997
4-belt py eb en john f kennedy ep_2017,153,63.8,0.41699346405228754
4-belt py eb en john f kennedy ep_2018,285,130.9,0.4592982456140351
4-belt py eb en john f kennedy ep_2019,84,39.9,0.475
4-belt py eb en john f kennedy ep_2021,146,85.2,0.5835616438356165
4-belt py eb en john f kennedy ep_2022,85,53.1,0.6247058823529412
4-belt py eb en john f kennedy ep_2024,29,13.8,0.47586206896551725
4-benham street_2017,306,93.2,0.30457516339869284
4-benham street_2018,570,182.7,0.32052631578947366
4-benham street_2019,168,63.1,0.3755952380952381
4-benham street_2021,292,113.3,0.38801369863013696
4-benham street_2022,168,68.9,0.41011904761904766
4-benham street_2024,58,23.2,0.39999999999999997
4-bennett court_2017,153,44.0,0.2875816993464052
4-bennett court_2018,286,97.4,0.3405594405594406
4-bennett court_2019,84,25.9,0.3083333333333333
4-bennett court_2021,146,53.8,0.3684931506849315
4-bennett court_2022,84,27.8,0.33095238095238094
4-bennett court_2024,29,10.8,0.3724137931034483
4-bennett street_2017,153,45.6,0.2980392156862745
4-bennett street_2018,286,91.6,0.32027972027972024
4-bennett street_2019,84,23.8,0.2833333333333333
4-bennett street_2021,146,53.5,0.3664383561643836
4-bennett street_2022,171,59.1,0.3456140350877193
4-bennett street_2024,58,21.3,0.36724137931034484
4-bentley road_2017,306,75.1,0.24542483660130718
4-bentley road_2018,564,167.8,0.2975177304964539
4-bentley road_2019,168,54.3,0.3232142857142857
4-bentley road_2021,292,99.5,0.3407534246575342
4-bentley road_2022,172,56.4,0.32790697674418606
4-bentley road_2024,58,11.7,0.20172413793103447
4-benton street_2017,304,68.9,0.2266447368421053
4-benton street_2018,570,135.0,0.23684210526315788
4-benton street_2019,168,51.9,0.30892857142857144
4-benton street_2021,292,93.7,0.32089041095890414
4-benton street_2022,256,63.3,0.247265625
4-benton street_2024,87,24.7,0.28390804597701147
4-bep parkway eb exit 24 a_2017,152,42.2,0.27763157894736845
4-bep parkway eb exit 24 a_2018,284,97.8,0.3443661971830986
4-bep parkway eb exit 24 a_2019,84,24.8,0.29523809523809524
4-bep parkway eb exit 24 a_2021,146,47.2,0.3232876712328767
4-bep parkway eb exit 24 a_2022,85,24.2,0.28470588235294114
4-bep parkway eb exit 24 a_2024,29,9.8,0.33793103448275863
4-bergen road_2017,918,216.2,0.23551198257080608
4-bergen road_2018,1710,430.2,0.25157894736842107
4-bergen road_2019,504,161.3,0.32003968253968257
4-bergen road_2021,876,323.3,0.3690639269406393
4-bergen road_2022,510,166.8,0.3270588235294118
4-bergen road_2024,174,71.8,0.4126436781609195
4-berrian boulevard_2017,918,254.9,0.27766884531590413
4-berrian boulevard_2018,1707,548.3,0.32120679554774456
4-berrian boulevard_2019,504,173.7,0.34464285714285714
4-berrian boulevard_2021,870,331.3,0.38080459770114944
4-berrian boulevard_2022,516,189.8,0.3678294573643411
4-berrian boulevard_2024,174,60.2,0.3459770114942529
4-bert road_2017,153,0.0,0.0
4-bert road_2018,284,0.0,0.0
4-bert road_2019,84,0.0,0.0
4-bert road_2021,146,0.0,0.0
4-bert road_2022,85,0.0,0.0
4-bert road_2024,29,0.0,0.0
4-bessemer street_2017,760,189.8,0.24973684210526317
4-bessemer street_2018,1426,392.1,0.2749649368863955
4-bessemer street_2019,420,122.4,0.2914285714285714
4-bessemer street_2021,725,291.2,0.40165517241379306
4-bessemer street_2022,430,160.3,0.37279069767441864
4-bessemer street_2024,145,45.2,0.3117241379310345
4-bessemund avenue_2017,918,230.7,0.25130718954248366
4-bessemund avenue_2018,1710,493.4,0.2885380116959064
4-bessemund avenue_2019,504,154.7,0.3069444444444444
4-bessemund avenue_2021,876,358.5,0.4092465753424658
4-bessemund avenue_2022,516,249.7,0.4839147286821705
4-bessemund avenue_2024,174,66.8,0.3839080459770115
4-beverly road_2017,1212,310.6,0.2562706270627063
4-beverly road_2018,2282,697.0,0.30543382997370727
4-beverly road_2019,672,218.8,0.3255952380952381
4-beverly road_2021,1163,433.2,0.37248495270851245
4-beverly road_2022,685,251.6,0.3672992700729927
4-beverly road_2024,232,75.5,0.3254310344827586
4-bike path_2024,87,9.6,0.1103448275862069
4-billings street_2017,153,41.7,0.27254901960784317
4-billings street_2018,286,88.1,0.308041958041958
4-billings street_2019,84,28.7,0.3416666666666667
4-billings street_2021,146,50.0,0.3424657534246575
4-billings street_2022,85,27.7,0.32588235294117646
4-billings street_2024,29,6.1,0.21034482758620687
4-birdsall avenue_2017,306,60.0,0.19607843137254902
4-birdsall avenue_2018,572,137.6,0.24055944055944056
4-birdsall avenue_2019,168,39.7,0.23630952380952383
4-birdsall avenue_2021,292,98.9,0.3386986301369863
4-birdsall avenue_2022,170,62.4,0.36705882352941177
4-birdsall avenue_2024,58,14.2,0.24482758620689654
4-birdsall avenue_2025,2,0.0,0.0
4-birmington parkway_2017,151,39.1,0.2589403973509934
4-birmington parkway_2018,286,81.8,0.286013986013986
4-birmington parkway_2019,84,23.9,0.2845238095238095
4-birmington parkway_2021,145,51.8,0.35724137931034483
4-birmington parkway_2022,86,36.8,0.42790697674418604
4-birmington parkway_2024,29,12.0,0.41379310344827586
4-bklyn queens ep eb et 35 a b_2017,153,66.4,0.4339869281045752
4-bklyn queens ep eb et 35 a b_2018,285,129.0,0.45263157894736844
4-bklyn queens ep eb et 35 a b_2019,252,119.7,0.47500000000000003
4-bklyn queens ep eb et 35 a b_2021,437,238.4,0.545537757437071
4-bklyn queens ep eb et 35 a b_2022,257,149.4,0.5813229571984436
4-bklyn queens ep eb et 35 a b_2024,87,46.4,0.5333333333333333
4-blackwells lane_2017,153,0.0,0.0
4-blackwells lane_2018,285,0.0,0.0
4-blackwells lane_2019,84,0.0,0.0
4-blackwells lane_2021,146,0.0,0.0
4-blackwells lane_2022,85,11.7,0.1376470588235294
4-blackwells lane_2024,29,0.0,0.0
4-blake avenue_2017,306,96.9,0.3166666666666667
4-blake avenue_2018,570,194.9,0.34192982456140353
4-blake avenue_2019,172,59.8,0.34767441860465115
4-blake avenue_2021,292,122.3,0.41883561643835615
4-blake avenue_2022,170,72.0,0.4235294117647059
4-blake avenue_2024,58,27.9,0.48103448275862065
4-bleecker street_2017,1683,522.5,0.3104575163398693
4-bleecker street_2018,3135,1060.1,0.33814992025518337
4-bleecker street_2019,924,324.8,0.3515151515151515
4-bleecker street_2021,1606,650.3,0.4049190535491905
4-bleecker street_2022,937,360.5,0.3847385272145144
4-bleecker street_2024,319,119.0,0.3730407523510972
4-blossom avenue_2017,453,135.0,0.2980132450331126
4-blossom avenue_2018,852,287.2,0.3370892018779343
4-blossom avenue_2019,252,85.2,0.3380952380952381
4-blossom avenue_2021,438,172.9,0.3947488584474886
4-blossom avenue_2022,255,98.6,0.38666666666666666
4-blossom avenue_2024,87,28.6,0.32873563218390806
4-boat basin place_2017,1359,435.4,0.32038263428991903
4-boat basin place_2018,2556,999.8,0.3911580594679186
4-boat basin place_2019,756,291.4,0.38544973544973543
4-boat basin place_2021,1307,591.8,0.4527926549349655
4-boat basin place_2022,772,365.9,0.47396373056994817
4-boat basin place_2024,261,107.4,0.4114942528735632
4-boathouse brg_2017,151,11.8,0.07814569536423842
4-boathouse brg_2018,284,0.0,0.0
4-boathouse brg_2019,84,0.0,0.0
4-boathouse brg_2021,146,29.7,0.20342465753424657
4-boathouse brg_2022,85,20.9,0.24588235294117644
4-boathouse brg_2024,87,0.0,0.0
4-boathouse brg_2025,2,0.0,0.0
4-boelsen crescent_2017,612,166.3,0.2717320261437909
4-boelsen crescent_2018,1140,325.2,0.28526315789473683
4-boelsen crescent_2019,336,117.3,0.34910714285714284
4-boelsen crescent_2021,580,206.3,0.3556896551724138
4-boelsen crescent_2022,344,138.4,0.40232558139534885
4-boelsen crescent_2024,116,49.6,0.42758620689655175
4-boker court_2017,151,25.9,0.171523178807947
4-boker court_2018,285,58.4,0.20491228070175438
4-boker court_2019,84,17.7,0.21071428571428572
4-boker court_2021,146,40.4,0.27671232876712326
4-boker court_2022,85,16.0,0.18823529411764706
4-boker court_2024,29,10.6,0.36551724137931035
4-bolton road_2017,306,75.6,0.24705882352941175
4-bolton road_2018,572,123.3,0.21555944055944057
4-bolton road_2019,168,47.1,0.28035714285714286
4-bolton road_2021,292,97.0,0.3321917808219178
4-bolton road_2022,172,42.1,0.24476744186046512
4-bolton road_2024,58,11.4,0.19655172413793104
4-bonnie lane_2017,153,0.0,0.0
4-bonnie lane_2018,285,0.0,0.0
4-bonnie lane_2019,84,0.0,0.0
4-bonnie lane_2021,146,0.0,0.0
4-bonnie lane_2022,85,0.0,0.0
4-bonnie lane_2024,29,0.0,0.0
4-bonnie lane_2025,2,0.0,0.0
4-boody street_2017,612,191.0,0.31209150326797386
4-boody street_2018,1140,418.4,0.3670175438596491
4-boody street_2019,336,108.6,0.3232142857142857
4-boody street_2021,584,264.8,0.4534246575342466
4-boody street_2022,340,164.3,0.4832352941176471
4-boody street_2024,116,52.8,0.4551724137931034
4-booth memorial avenue_2017,5738,2130.7,0.37133147438131753
4-booth memorial avenue_2018,10792,4522.2,0.41903261675315046
4-booth memorial avenue_2019,3192,1308.2,0.4098370927318296
4-booth memorial avenue_2021,5548,2564.3,0.4622025955299207
4-booth memorial avenue_2022,3316,1627.1,0.49068154402895053
4-booth memorial avenue_2024,1131,535.2,0.47320954907161805
4-booth street_2017,1677,523.7,0.31228384019081695
4-booth street_2018,3414,1252.5,0.36687170474516695
4-booth street_2019,1008,385.2,0.3821428571428571
4-booth street_2021,1740,726.3,0.4174137931034482
4-booth street_2022,1032,439.3,0.4256782945736434
4-booth street_2024,348,147.8,0.424712643678161
4-borage place_2017,306,9.1,0.029738562091503266
4-borage place_2018,572,0.0,0.0
4-borage place_2019,168,0.0,0.0
4-borage place_2021,290,0.0,0.0
4-borage place_2022,172,0.0,0.0
4-borage place_2024,58,0.0,0.0
4-borden avenue_2017,12699,4656.1,0.3666509173950705
4-borden avenue_2018,23655,10069.0,0.4256605368843796
4-borden avenue_2019,6972,2983.0,0.4278542742398164
4-borden avenue_2021,12446,5876.5,0.4721597300337458
4-borden avenue_2022,7243,3479.2,0.4803534447052326
4-borden avenue_2024,2523,1092.7,0.4330955212049148
4-borden avenue_2025,7,0.0,0.0
4-borden avenue bridge_2017,153,45.6,0.2980392156862745
4-borden avenue bridge_2018,285,101.9,0.35754385964912283
4-borden avenue bridge_2019,84,29.8,0.3547619047619048
4-borden avenue bridge_2021,147,56.9,0.3870748299319728
4-borden avenue bridge_2022,85,21.0,0.24705882352941178
4-borden avenue bridge_2024,29,12.1,0.41724137931034483
4-borkel place_2017,153,40.8,0.26666666666666666
4-borkel place_2018,286,82.4,0.28811188811188815
4-borkel place_2019,84,26.4,0.3142857142857143
4-borkel place_2021,146,54.8,0.3753424657534246
4-borkel place_2022,85,31.7,0.3729411764705882
4-borkel place_2024,29,10.1,0.3482758620689655
4-borough place_2017,306,81.3,0.2656862745098039
4-borough place_2018,570,174.8,0.3066666666666667
4-borough place_2019,168,44.5,0.2648809523809524
4-borough place_2021,292,105.2,0.36027397260273974
4-borough place_2022,170,62.1,0.3652941176470588
4-borough place_2024,58,22.2,0.38275862068965516
4-borough place_2025,1,0.0,0.0
4-boss street_2017,153,31.2,0.20392156862745098
4-boss street_2018,285,70.0,0.24561403508771928
4-boss street_2019,84,25.7,0.3059523809523809
4-boss street_2021,146,48.1,0.32945205479452055
4-boss street_2022,85,23.2,0.27294117647058824
4-boss street_2024,29,10.1,0.3482758620689655
4-botanical grdn brg_2017,1059,15.5,0.014636449480642116
4-botanical grdn brg_2018,2272,19.2,0.008450704225352112
4-botanical grdn brg_2019,672,7.8,0.011607142857142858
4-botanical grdn brg_2021,1160,19.3,0.01663793103448276
4-botanical grdn brg_2022,688,79.0,0.11482558139534883
4-botanical grdn brg_2024,233,0.0,0.0
4-botanical grdn brg_2025,4,0.0,0.0
4-boulevard_2017,604,149.0,0.24668874172185432
